"year","month","day","n.darts","mean.3darts","mean.first9","mean.1st","mean.2nd","mean.3d","checkout","n.missed","checkout.rate","n.60plus","n.100plus","n.140plus","n.180","n.18","n.19","n.20","n.54","n.57","n.60"

